id saoNumber fopNumber
US20100092146A1 6 15
US20140250914A1 2 34
US20030145602A1 11 42
US20080107522A1 4 17
US20110291948A1 5 9
US20110084914A1 9 16
US20130184775A1 9 30
US20080249439A1 10 22
US20150111674A1 12 34
US20050096163A1 6 17
US20130024269A1 18 64
US20110258049A1 42 24
US20090327150A1 5 12
US20120082432A1 7 57
US20020097984A1 19 6
US20040247122A1 6 5
US20050071782A1 19 9
US20120200756A1 7 28
US20060107616A1 11 27
US20080088624A1 11 29
US20040175392A1 12 6
US09839051B2 34 138
US20040077348A1 23 44
US20050025176A1 67 25
US20060270411A1 7 16
US20120311744A1 5 18
US20070118916A1 42 36
US20100105076A1 5 24
US20050171612A1 28 49
US20100183749A1 2 60
US20030055028A1 2 24
US20030060486A1 6 20
US20100331656A1 4 32
US20060025663A1 12 47
US20080300572A1 25 38
US20110138191A1 6 85
US20080294901A1 49 27
US20080229099A1 12 25
US20070049310A1 10 10
US20100052852A1 23 60
US20070245144A1 9 29
US20130061169A1 14 96
US20110131659A1 21 25
US20120198511A1 31 36
US20080140448A1 22 53
US20060107231A1 9 22
US20120233903A1 60 29
US20040120783A1 1 10
US20120253992A1 15 36
US20020072974A1 13 27
US20070233585A1 5 5
US20080222003A1 12 11
US20100179857A1 9 51
US20130275224A1 10 11
US20030065805A1 21 36
US20120323760A1 28 69
US20070294156A1 37 43
US20110125671A1 23 29
US20110270779A1 22 77
US09905265B2 4 8
US20090320550A1 20 23
US20080262928A1 31 128
US20080154714A1 33 41
US20040158490A1 24 41
US20050004840A1 22 77
US20080077484A1 6 32
US20130311599A1 14 57
US20040128347A1 16 72
US20070180075A1 30 96
US20080077941A1 16 96
US09733919B2 18 63
US09970534B2 27 25
US20110079496A1 9 24
US20120078422A1 15 18
US20080186670A1 7 17
US20120150936A1 90 120
US20100248643A1 12 42
US20110205922A1 10 25
US20130081290A1 8 18
US20100043242A1 15 33
US20070283529A1 12 38
US20140059498A1 25 183
US20080270458A1 26 16
US20070082707A1 7 10
US20070203816A1 12 18
US20140090930A1 10 21
US20100294597A1 13 38
US20140277242A1 10 9
US20090043351A1 4 18
US20130266081A1 8 33
US20080056338A1 17 42
US20110043340A1 16 17
US20050249173A1 13 25
US20140052011A1 9 18
US20070179399A1 8 30
US20130004915A1 9 34
US20080261176A1 24 35
US20040101808A1 24 32
US20130346680A1 19 96
US20070106835A1 19 24
US20100293320A1 24 19
US20050120163A1 26 77
US20110107009A1 14 25
US20130192758A1 1 60
US20060065854A1 13 45
US20050183667A1 13 33
US20140149562A1 3 15
US20130035059A1 16 39
US20100147022A1 18 42
US20140153448A1 19 21
US20130083736A1 10 25
US20140198915A1 3 24
US20120137125A1 5 16
US20130225157A1 12 14
US20120216547A1 20 46
US09658707B2 7 28
US20110095999A1 60 109
US20140145014A1 3 5
US20080111007A1 5 11
US20130226390A1 7 28
US20100096203A1 3 25
US20090236825A1 15 15
US20120062744A1 33 28
US20090292468A1 18 53
US20080207583A1 12 36
US20040241227A1 11 13
US20080207234A1 16 22
US20060212355A1 25 71
US20110240035A1 2 11
US20050066976A1 34 54
US20080068372A1 32 29
US20100185981A1 11 36
US20080298766A1 15 32
US20020145626A1 30 68
US20150150148A1 7 38
US20100161818A1 57 18
US20090248087A1 8 64
US20040073218A1 26 41
US20110130765A1 12 26
US20060098851A1 12 31
US20100153313A1 11 26
US20060197750A1 10 25
US20090088204A1 15 31
US20130219333A1 10 66
US20060229889A1 5 12
US20060206336A1 9 29
US20090248397A1 8 14
US20130072988A1 16 90
US20090088805A1 15 28
US20080147497A1 9 18
US20020169709A1 26 32
US20020013757A1 15 39
US20040015400A1 6 14
US20110218925A1 26 28
US20020178014A1 15 18
US20050102192A1 60 68
US20110239838A1 6 9
US20110290242A1 14 7
US20070107720A1 15 11
US20100303399A1 6 22
US20110058101A1 15 56
US20060179454A1 32 37
US20020108125A1 12 50
US20120107537A1 6 9
US20010056150A1 2 9
US20120114137A1 7 52
US20110069841A1 10 27
US20090304205A1 4 14
US20130117157A1 6 330
US20120131591A1 12 21
US20030182413A1 22 55
US20130042003A1 19 34
US20130060945A1 13 15
US20120016845A1 24 30
US20110093847A1 39 22
US20120215582A1 27 29
US20130091257A1 8 22
US20140344429A1 11 31
US20130046887A1 8 10
US20120179899A1 39 14
US20130074189A1 7 19
US20120179985A1 3 26
US20030167315A1 19 112
US20040177147A1 13 19
US10129751B2 15 180
US20130208693A1 2 13
US20080117836A1 5 31
US20070060105A1 32 22
US20090046644A1 8 10
US20090318160A1 9 6
US20120279410A1 7 16
US07812853B2 4 14
US20140032039A1 11 14
US20130070056A1 20 53
US20110071720A1 11 21
US20130075850A1 7 14
US20050169620A1 11 23
US20080228992A1 15 48
US20040002999A1 24 29
US20070033374A1 8 29
US20120276874A1 9 24
US20130041699A1 10 52
US20080052192A1 6 28
US20120310941A1 18 18
US20120271941A1 14 35
US20120233009A1 4 40
US20090119167A1 29 117
US20070265923A1 45 57
US20110040635A1 11 15
US20100082399A1 16 21
US20070154403A1 9 36
US20040009213A1 11 17
US20040034336A1 14 38
US20030124181A1 4 8
US20100305437A1 13 78
US20010041845A1 2 17
US20100143738A1 11 40
US6080802A 7 22
US20110042841A1 42 26
US20030094120A1 5 12
US20130087428A1 17 29
US20060144664A1 4 17
US20110033654A1 9 14
US20130055283A1 9 30
US20100131957A1 40 25
US20050149940A1 13 37
US20120233703A1 7 56
US20020038431A1 10 22
US20070094725A1 17 19
US10271808B2 10 24
US20140052848A1 5 5
US20100281112A1 9 14
US10039520B2 3 110
US20020151795A1 24 33
US20030229289A1 47 71
US20010014162A1 10 36
US20040249293A1 18 29
US09990062B2 12 160
US20070257891A1 21 18
US20080158172A1 32 68
US20080165141A1 113 78
US20090284478A1 8 10
US20110161807A1 8 60
US20070043839A1 11 21
US20090058821A1 32 42
US20090063552A1 13 12
US20100070899A1 1 5
US20100088590A1 10 24
US20120330191A1 6 36
US20050261700A1 7 13
US20130131679A1 12 15
US20120067311A1 6 20
US20060201481A1 4 12
US20040244918A1 11 26
US20080140488A1 7 28
US20030233265A1 26 23
US20120253898A1 7 144
US20070274485A1 11 14
US20080075236A1 10 27
US20090041227A1 19 3
US20100121697A1 29 57
US20100285820A1 6 21
US20110213657A1 190 47
US20130308767A1 58 34
US20130015141A1 20 35
US20050205496A1 15 42
US20140057574A1 7 82
US20050250553A1 4 14
US20110060588A1 7 22
US20090070799A1 12 36
US20040216161A1 17 23
US20130035970A1 14 52
US20120126721A1 9 60
US20100029268A1 1 17
US20110000255A1 4 25
US20080078198A1 5 24
US20140188871A1 13 36
US20060230380A1 14 36
US20080005127A1 7 11
US20140222802A1 17 42
US20120109757A1 33 19
US20080262931A1 6 18
US20110238486A1 11 28
US20120223935A1 11 13
US20110179368A1 30 26
US09855094B2 6 45
US20050090816A1 4 24
US20140049089A1 7 8
US20040195227A1 11 40
US20140195476A1 8 27
US20060190473A1 12 14
US20110276349A1 2 15
US20120023077A1 12 16
US20130179135A1 15 32
US20110202217A1 6 12
US20090174676A1 19 20
US20050104867A1 3 22
US20130289450A1 4 15
US20050049584A1 17 65
US20030069566A1 5 25
US20050043722A1 8 22
US20110208948A1 10 29
US20030005380A1 16 28
US09966872B2 17 34
US20140173759A1 7 48
US20060212714A1 12 17
US20030200459A1 17 16
US20110276805A1 6 19
US20080127131A1 17 29
US20060048120A1 7 18
US20110299533A1 7 54
US20100226368A1 11 19
US20100284418A1 34 29
US20110090911A1 28 45
US20110264528A1 14 60
US20020095333A1 29 48
US20080141301A1 2 13
US20100217645A1 14 33
US10795722B2 28 36
US20100293353A1 18 17
US20070074207A1 29 21
US20120072461A1 6 51
US20050171833A1 27 54
US20020072920A1 8 15
US20060174334A1 11 18
US20130185191A1 26 76
US20040064401A1 42 34
US20070038568A1 12 12
US20110012994A1 28 30
US20120324531A1 2 12
US20080059426A1 5 5
US20090100184A1 5 15
US20090094343A1 12 25
US20140172292A1 19 10
US20110238289A1 33 60
US09774486B2 5 42
US20070104183A1 47 55
US20130122978A1 6 21
US20020151342A1 13 22
US20030114219A1 20 56
US20060073882A1 5 22
US20110317586A1 12 30
US20130342452A1 9 64
US20130036388A1 7 10
US20080163119A1 33 24
US20070260981A1 13 25
US20080165202A1 10 12
US20130064303A1 16 222
US20030228063A1 181 132
US20060236000A1 11 44
US20090063865A1 7 11
US20090172364A1 10 19
US20090274209A1 8 18
US20120170667A1 6 16
US20020095298A1 14 19
US20020178089A1 18 32
US20090047257A1 8 11
US20020051762A1 14 35
US20130071523A1 18 44
US20050255218A1 19 33
US20080317919A1 3 22
US20120271963A1 16 24
US20050149557A1 93 122
US20070192818A1 17 36
US20130158583A1 12 33
US20100317998A1 16 35
US20110245177A1 13 38
US20040192647A1 13 18
US20130206849A1 26 42
US20030120505A1 18 29
US20050108164A1 11 30
US20140122204A1 2 20
US20110022453A1 17 8
US20110072496A1 10 9
US20100299762A1 11 16
US20130060616A1 16 13
US20130078593A1 16 38
US20050003318A1 14 27
US20090246724A1 6 14
US20130287850A1 9 30
US20070003617A1 6 26
US20130169394A1 9 76
US08562756B2 16 17
US20070240789A1 4 17
US9589714B2 3 22
US20150269351A1 9 20
US20120053918A1 19 38
US20130196579A1 4 8
US20130260656A1 17 20
US20140279705A1 18 39
US20110099123A1 8 21
US20100121649A1 16 33
US20030182171A1 92 223
US20130141420A1 9 17
US20100302247A1 23 28
US20130086902A1 10 21
US20050262842A1 12 19
US20150243133A1 24 158
US20130196747A1 12 31
US20110263318A1 11 62
US20110153412A1 10 20
US20130340673A1 1 26
US20030215644A1 21 73
US20020058143A1 8 15
US20090217037A1 13 84
US20040059914A1 12 19
US20030220765A1 8 27
US20050050327A1 21 43
US20040198430A1 28 70
US20080270915A1 30 275
US20080010609A1 15 20
US20070198534A1 15 37
US20070028162A1 22 28
US20020091762A1 39 73
US11042244B2 28 36
US20070242056A1 6 10
US20150225990A1 4 27
US20040222579A1 22 40
US20120077483A1 36 504
US20120057511A1 14 11
US20100195489A1 17 39
US20100107154A1 7 27
US20090268605A1 17 17
US20110022812A1 13 23
US20110222545A1 22 47
US20110154345A1 16 34
US20080220788A1 14 44
US20120109128A1 9 76
US20060235414A1 7 26
US20110066152A1 21 28
US20030208402A1 12 30
US20050075926A1 22 76
US20060095321A1 3 19
US20120327113A1 12 60
US20080259096A1 11 33
US20110098029A1 17 45
US20150048609A1 2 20
US20090005935A1 16 74
US09727469B2 1 56
US20030198238A1 15 35
US20100228922A1 7 13
US20110131385A1 22 49
US20130155923A1 2 13
US20130235243A1 4 13
US20100225776A1 30 56
US20120016801A1 14 46
US20010044738A1 32 118
US20120271711A1 20 28
US20030163525A1 12 16
US20100169917A1 11 25
US20130345928A1 4 58
US20080150356A1 8 33
US20070010916A1 1 22
US20140102651A1 10 50
US20070020462A1 2 2
US20040161594A1 19 13
US20130346185A1 8 26
US20030033292A1 36 104
US20060041480A1 7 10
US20130211433A1 13 25
US20050159764A1 2 8
US20100143353A1 1 4
US8680237B2 3 12
US20100253653A1 5 28
US20090065578A1 21 66
US20070181410A1 11 42
US20140218290A1 2 12
US20110279223A1 13 25
US20130041025A1 5 10
US08288366B2 15 16
US20070292538A1 5 5
US20130242905A1 8 21
US20070258508A1 1 16
US09793947B2 7 44
US20070014267A1 75 60
US20120066621A1 25 84
US20090249247A1 16 38
US20090077488A1 12 31
US20100251153A1 9 23
US09838669B2 22 32
US20040032980A1 9 15
US20120216036A1 17 56
US20030224735A1 8 52
US20070121558A1 11 26
US20080104693A1 4 16
US20080304485A1 39 82
US20110144637A1 10 114
US20080319350A1 24 15
US20050148997A1 65 102
US20070100333A1 10 26
US20130007291A1 8 93
US20090041034A1 6 10
US20050138166A1 5 18
US20050182829A1 13 37
US20140193931A1 6 22
US20100295077A1 10 18
US20100140640A1 19 50
US09736158B2 17 36
US20090249451A1 13 17
US09788299B2 28 56
US20120087313A1 7 19
US20130316706A1 18 23
US09740430B2 16 17
US20100262948A1 26 33
US20130096577A1 3 7
US20020151826A1 20 42
US20130246358A1 3 7
US20130331118A1 12 30
US20110250871A1 23 23
US20140219813A1 15 20
US20090104035A1 8 31
US20140113705A1 5 24
US20020055381A1 40 63
US20110122063A1 3 3
US09936974B2 26 39
US20080119868A1 9 27
US20140038266A1 6 5
US20100254451A1 26 54
US20050232354A1 19 28
US20100166060A1 13 31
US20130236851A1 1 99
US09308064B2 5 22
US20110027746A1 1 21
US20130329073A1 7 96
US20040042640A1 4 12
US20110273620A1 10 19
US20050129324A1 12 29
US20120256866A1 8 33
US20050219223A1 11 39
US20060258194A1 30 20
US20090280860A1 2 9
US20040052922A1 10 16
US20030228402A1 12 10
US20140019225A1 17 56
US20130304585A1 4 12
US20130080239A1 36 107
US20130145025A1 9 18
US20110122389A1 5 22
US20050274897A1 3 5
US20110252937A1 2 7
US09832671B2 7 168
US20100034089A1 42 42
US20070117563A1 35 25
US20110158090A1 5 7
US20100151899A1 3 15
US20050227720A1 28 27
US20110032898A1 6 20
US20050148314A1 18 48
US20100247615A1 13 44
US20050214382A1 12 19
US20020027001A1 660 564
US20110071591A1 10 16
US20120066162A1 8 42
US20030108192A1 5 10
US20040199559A1 23 30
US20090055170A1 12 54
US20120084243A1 16 105
US20070245026A1 8 14
US20090006116A1 19 39
US20050060365A1 12 12
US20070025928A1 16 27
US20030124067A1 12 32
US10165904B2 12 45
US20090038070A1 3 8
US20130064275A1 25 72
US20100034219A1 28 43
US20100061333A1 3 15
US20110044401A1 20 32
US20090067522A1 5 18
US20130147770A1 13 44
US20060161871A1 18 44
US20100182270A1 2 12
US20130245695A1 15 16
US20080045960A1 16 26
US20140354258A1 7 50
US20130027120A1 16 29
US20060114721A1 6 18
US20150246295A1 14 16
US20090071925A1 5 22
US20120322380A1 6 40
US20070285229A1 10 22
US20100102993A1 27 60
US20120197097A1 6 72
US20110172519A1 6 7
US20080255629A1 2 9
US20090076476A1 33 60
US20110289123A1 82 88
US20040003257A1 8 16
US20060047692A1 38 49
US20100217867A1 33 25
US20070043758A1 4 19
US20100064033A1 9 14
US20100027552A1 9 48
US20110304193A1 12 38
US20040051350A1 65 182
US20080036248A1 28 25
US20120038849A1 2 28
US20080283234A1 6 10
US20060082271A1 6 23
US20120297736A1 4 11
US20050282695A1 9 19
US20120095522A1 7 33
US20060030895A1 5 19
US20130276892A1 6 27
US20090229682A1 10 44
US20120007979A1 13 48
US20050232512A1 11 23
US20080035859A1 3 17
US20070212342A1 7 14
US20060246149A1 5 4
US20020187168A1 1 8
US20040167479A1 13 18
US10020895B2 15 53
US20060148514A1 20 28
US20140022459A1 13 11
US20070296814A1 32 23
US20130110105A1 5 18
US20070005055A1 10 11
US20130026353A1 29 8
US20120201438A1 9 16
US20130311935A1 13 57
US20070006094A1 11 33
US20070255807A1 10 33
US20120110096A1 40 22
US20130297164A1 9 1
US20040238244A1 3 6
US20130332854A1 8 72
US20120324002A1 16 35
US20050034079A1 14 13
US20050091595A1 6 44
US20060136419A1 14 12
US20090100096A1 16 13
US20080288499A1 19 38
US20120314849A1 20 27
US20090100361A1 24 32
US20140172564A1 19 195
US20100094673A1 10 19
US20110112916A1 3 8
US20120047135A1 20 25
US20120136847A1 8 36
US20040088241A1 14 27
US20040193489A1 15 38
US20100120904A1 4 11
US20040197272A1 28 57
US10152504B2 14 45
US20080059492A1 3 14
US20120056218A1 8 16
US20020089047A1 5 38
US20120025227A1 21 23
US20120053968A1 19 88
US20070271123A1 61 76
US20100198628A1 31 38
US20110198319A1 3 16
US20060169682A1 5 17
US20090088907A1 5 28
US20110182699A1 9 20
US20100086380A1 19 126
US20110137172A1 13 32
US20060058649A1 6 24
US20110248005A1 11 132
US20030205564A1 8 23
US20080180788A1 12 26
US20110287068A1 5 22
US20060110426A1 4 18
US20100254900A1 9 16
US20140006482A1 26 96
US20110276713A1 3 14
US20130041931A1 10 34
US20110258333A1 15 20
US09671976B2 36 59
US20040049513A1 46 56
US20130311615A1 13 96
US20070067373A1 30 72
US20080046449A1 11 55
US20090272128A1 5 36
US20080223074A1 6 23
US20040148956A1 18 27
US20040129015A1 9 24
US20140173330A1 29 132
US20120192006A1 34 36
US20130198739A1 31 24
US20080033809A1 8 24
US20100131633A1 13 42
US20020129095A1 14 33
US20070005783A1 15 29
US20120154537A1 10 45
US20010043335A1 20 23
US20100278030A1 51 56
US20060235753A1 16 22
US20110087524A1 33 51
US20070061057A1 22 21
US20100268449A1 15 24
US20100082491A1 10 42
US09916860B2 8 47
US20020163752A1 48 43
US20120016704A1 17 42
US20120013005A1 2 111
US20120217635A9 2 37
US20120290399A1 7 14
US20140278665A1 7 18
US20080248815A1 11 32
US20130343305A1 9 111
US20070298809A1 9 32
US20110194538A1 5 12
US20080233967A1 11 20
US20140089957A1 5 30
US20100146542A1 39 28
US20030088872A1 159 165
US20090239514A1 6 19
US20120221936A1 9 56
US20110087955A1 6 27
US20080317346A1 16 11
US20120147055A1 5 16
US20120001844A1 3 24
US10076383B2 13 48
US20080281310A1 10 22
US20130005192A1 15 23
US20030119360A1 20 19
US20130261582A1 11 57
US20090131896A1 10 16
US20020004654A1 25 27
US20050027277A1 5 25
US20140072947A1 43 26
US20100191686A1 33 46
US20120218292A1 11 108
US20090168894A1 30 41
US20050246433A1 44 79
US20060010392A1 36 97
US20070265705A1 18 24
US20030023318A1 6 8
US20030225355A1 3 5
US20090216559A1 20 124
US20020095585A1 88 151
US20060167637A1 14 16
US20020026332A1 14 29
US20040084895A1 18 21
US20120265881A1 6 19
US20100218005A1 13 36
US20070258513A1 42 83
US20040101036A1 4 14
US20140012445A1 6 20
US20100324765A1 9 21
US20080012535A1 1 14
US20090276051A1 27 32
US20080161930A1 13 37
US20130267163A1 18 102
US20100046659A1 9 27
US20100279729A1 5 23
US20120214404A1 9 15
US20130175950A1 6 152
US20080054824A1 16 20
US20090058302A1 18 35
US20060006816A1 11 28
US20140025859A1 9 115
US20060251109A1 6 34
US20100161847A1 17 60
US20100106866A1 23 68
US20090213857A1 48 48
US20080239945A1 16 26
US20140032796A1 7 85
US20090119663A1 8 12
US20070268820A1 11 35
US20110030418A1 9 25
US08065889B1 22 34
US20120022701A1 6 42
US20030142121A1 12 54
US20040245352A1 18 18
US20130191305A1 6 58
US20050273772A1 23 57
US20130226700A1 9 25
US20040056101A1 11 49
US20120166294A1 6 20
US20090012855A1 10 9
US20110238466A1 6 18
US20130004797A1 5 28
US20110043939A1 15 13
US20070217074A1 13 9
US20140063802A1 18 122
US20090262532A1 8 13
US20120008320A1 11 15
US20090289799A1 11 17
US20050020886A1 24 34
US20150013616A1 4 10
US20040142073A1 5 15
US20130104810A1 6 13
US20140017476A1 22 42
US20030148114A1 7 20
US20060210782A1 22 29
US20080016069A1 4 192
US20020091542A1 33 64
US20030220897A1 24 30
US20040044688A1 53 63
US20050096950A1 53 150
US20060129593A1 21 24
US20070088738A1 11 32
US20140289551A1 2 48
US20060265630A1 15 17
US20120159611A1 11 22
US20090063611A1 5 21
US20060080656A1 23 27
US20130241622A1 17 148
US20040203559A1 40 138
US07834482B2 18 31
US08000412B1 36 34
US08964837B2 13 25
US20120272878A1 29 76
US20020050236A1 15 37
US20040120771A1 20 37
US20040120772A1 20 40
US20090180836A1 3 3
US20120152839A1 4 32
US20070227966A1 10 15
US20070039874A1 9 21
US20090228546A1 14 49
US20080177872A1 35 61
US20110125565A1 14 120
US20070156517A1 15 24
US20080059303A1 32 41
US20140167538A1 10 66
US20020070621A1 2 31
US20030030339A1 12 19
US20110119298A1 25 17
US20020169759A1 11 24
US20120317506A1 7 19
US20100031196A1 14 31
US20150031387A1 12 44
US20140213290A1 56 42
US20120059622A1 58 83
US20090312613A1 39 72
US20040024297A1 143 70
US20050070776A1 16 47
US20120054600A1 19 30
US20100138749A1 13 32
US20090076964A1 9 8
US11166917B2 15 12
US20030118642A1 15 19
US20090028943A1 27 38
US20140293305A1 8 16
US20020144611A1 18 44
US20080038004A1 17 39
US20140276778A1 15 96
US20080154256A1 36 81
US20070106357A1 15 29
US20070185541A1 18 46
US20070118455A1 17 48
US20020116317A1 11 26
US20020156719A1 40 69
US20110209687A1 2 1
US20110276281A1 2 16
US20080042658A1 12 19
US20130238508A1 21 30
US20060212821A1 6 9
US20100299616A1 11 29
US20120100768A1 2 22
US20020094735A1 30 29
US20010024916A1 4 5
US10022548B2 20 76
US20060025829A1 34 66
US20050177206A1 14 9
US20070179549A1 13 9
US20060074454A1 8 15
US20110100035A1 12 66
US20060225444A1 12 24
US20140058825A1 12 24
US20120220314A1 6 17
US20130103784A1 11 17
US20090327517A1 20 55
US20110066768A1 6 88
US20060101198A1 26 51
US20070185902A1 17 32
US20060022054A1 13 10
US20080002272A1 9 13
US20130301963A1 7 16
US20100024592A1 3 8
US20110207487A1 9 40
US20090264142A1 14 110
US20080146238A1 15 29
US20110287185A1 9 30
US20060214335A1 7 30
US20050263933A1 10 15
US20080281685A1 16 144
US20040015398A1 23 24
US20030105848A1 8 23
US20020104096A1 12 41
US20030028565A1 6 18
US20140325303A1 8 19
US20110264979A1 9 7
US20140014274A1 8 22
US20060011289A1 7 15
US20120292308A1 10 13
US20060124613A1 6 30
US09831998B2 21 52
US20060057965A1 8 20
US20070026810A1 25 22
US20140114865A1 2 12
US20060085412A1 4 34
US20140332876A1 2 6
US20050258474A1 15 96
US20130112382A1 6 34
US20100084120A1 8 21
US20100096101A1 10 29
US20090208428A1 2 2
US20120038065A1 5 21
US20070257292A1 31 24
US20080308917A1 14 14
US20110062549A1 20 31
US20120026982A1 11 33
US20080188220A1 40 54
US20130103539A1 8 80
US20050177446A1 31 41
US20070138268A1 9 46
US20080154720A1 13 20
US20090048767A1 30 30
US20150135567A1 4 4
US20130204708A1 19 46
US20080238009A1 14 20
US20110106610A1 9 24
US20130339570A1 4 24
US20120096217A1 56 127
US20090327602A1 30 43
US20070204128A1 35 81
US09875066B2 12 24
US20100225955A1 18 39
US20130193149A1 8 56
US20110051348A1 7 17
US20120057295A1 12 29
US20120314354A1 8 15
US20130258573A1 6 19
US20140201342A1 14 58
US20060171384A1 19 29
US20080028045A1 11 8
US20030024002A1 5 87
US7321075B2 4 8
US7329796B2 6 20
US20100191304A1 12 52
US20070233193A1 10 36
US20060213239A1 7 22
US20070267489A1 5 26
US20130110932A1 3 29
US20020059283A1 26 37
US20140181844A1 12 21
US20110145592A1 5 27
US20130275071A1 6 32
US20130049797A1 22 17
US20120053723A1 9 62
US20060022295A1 16 26
US20140039759A1 15 24
US20070144824A1 4 22
US20020050417A1 3 12
US20100211308A1 19 41
US20090005987A1 25 62
US20080221033A1 14 42
US20040158474A1 9 38
US20020123864A1 32 73
US20130173521A1 37 124
US20080262860A1 18 23
US20060259272A1 17 21
US20100221391A1 14 76
US20050100729A1 4 16
US20050249906A1 8 28
US20080138473A1 7 5
US20080063699A1 6 18
US7112338B2 2 2
US20120124753A1 17 46
US07240386B1 6 28
US07334280B1 61 44
US20130077356A1 11 34
US20110299301A1 29 66
US06934166B2 12 28
US20130097201A1 7 76
US20090160856A1 3 5
US20100042442A1 13 30
US20070041929A1 6 34
US20030084519A1 4 12
US20140292706A1 12 21
US20090167704A1 14 28
US20090091544A1 31 18
US20110291954A1 18 19
US20150057717A1 7 68
US20050049656A1 7 13
US20070239229A1 2 20
US20110055076A1 11 72
US20080165022A1 14 22
US20080167017A1 10 26
US20090328118A1 4 17
US20100325047A1 14 15
US20140285519A1 3 69
US20100146085A1 72 89
US20110164163A1 14 22
US20130072116A1 9 27
US20130238471A1 27 78
US20040172260A1 21 50
US20100325020A1 7 21
US20100030174A1 13 50
US20030116291A1 4 8
US20060013998A1 11 19
US20130054413A1 7 24
US20120173396A1 21 59
US20120209749A1 12 24
US20090095771A1 8 9
US20070205220A1 5 15
US20130197955A1 19 70
US20130219034A1 10 17
US20080146230A1 5 21
US20130061416A1 7 9
US20050217042A1 12 27
US20130222217A1 3 18
US20120097933A1 4 29
US20050139834A1 10 27
US20030052597A1 3 7
US20100270975A1 1 9
US20090248331A1 9 2
US20140075294A1 22 33
US20040267701A1 10 31
US20160318472A1 7 18
US20110118015A1 9 32
US20090280899A1 8 19
US20140222016A1 22 37
US20080234696A1 16 11
US20100223103A1 5 28
US20030195810A1 12 21
US20080126264A1 23 23
US20120132250A1 7 99
US20060180198A1 4 10
US20150020209A1 9 72
US20140082740A1 8 7
US20130160072A1 23 39
US20130020281A1 13 102
US20050270312A1 9 24
US20080018875A1 16 33
US20100049542A1 9 53
US20050209883A1 7 20
US20060158678A1 15 34
US20020065042A1 13 18
US20020167690A1 12 24
US20080161054A1 11 40
US20080310404A1 9 30
US20040203736A1 18 30
US20130275173A1 46 46
US20080091504A1 15 30
US20110238473A1 21 24
US20100138344A1 9 30
US20140129258A1 15 80
US20130218598A1 20 26
US20080046292A1 26 36
US20140168272A1 10 24
US20130238964A1 14 11
US20130013667A1 34 37
US20150318878A1 9 28
US20110310827A1 13 22
US20110273977A1 4 3
US20150029038A1 11 14
US20120158905A1 16 21
US20020151272A1 20 20
US20110248826A1 11 45
US20060226970A1 6 12
US20070008130A1 5 35
US20090043203A1 16 177
US20080114252A1 5 16
US20080214938A1 5 13
US20050113690A1 12 16
US20130232035A1 6 39
US20010047311A1 2 18
US20110137748A1 26 33
US20140324687A1 25 31
US20130173612A1 11 26
US20100119053A1 45 80
US20150148074A1 17 57
US20130242866A1 16 39
US20130301438A1 20 20
US10116021B2 10 14
US20090253036A1 12 9
US20060078790A1 5 13
US20130205677A1 10 54
US20110017519A1 12 22
US7866418B2 5 14
US20130260878A1 15 22
US20050005127A1 16 31
US20010039210A1 25 54
US10265106B2 4 30
US20110218538A1 10 16
US20030023539A1 18 90
US20020188539A1 7 16
US20020178120A1 69 27
US20020198833A1 24 35
US20130151284A1 6 20
US20080292152A1 5 11
US20020194019A1 16 11
US20120132030A1 5 21
US20140046490A1 16 48
US20090281677A1 32 78
US20100042445A1 7 43
US20130166330A1 6 38
US20100228577A1 9 17
US20050114167A1 14 13
US20150082408A1 7 17
US20020108000A1 5 35
US20130041398A1 8 80
US20020058963A1 19 29
US20060287574A1 4 29
US20100076318A1 18 132
US20060173348A1 8 39
US20060238067A1 32 61
US20010042291A1 10 11
US20030067249A1 9 13
US20140057851A1 2 10
US20130344065A1 6 22
US20130238583A1 19 52
US20140207749A1 8 36
US07483877B2 13 64
US20140195908A1 21 13
US20120054095A1 59 70
US20090099860A1 20 10
US20140214897A1 10 32
US20140149400A1 16 38
US20130280346A1 12 203
US20070293441A1 52 51
US20100280547A1 21 37
US20090259170A1 19 49
US20030097096A1 46 91
US20070292305A1 7 20
US20060198868A1 10 17
US20140121904A1 9 9
US20050049769A1 5 15
US20090222348A1 41 52
US20130118512A1 6 12
US20050123502A1 4 14
US10039585B2 5 39
US20050113762A1 12 36
US20040068264A1 12 25
US20020156483A1 68 85
US20140293289A1 36 88
US20110216956A1 5 16
US20110044524A1 18 50
US20130205262A1 14 26
US20100231534A1 25 21
US20080165149A1 198 54
US20140269490A1 20 48
US20020063882A1 12 41
US20110188644A1 11 24
US20070015536A1 8 29
US20090031371A1 11 40
US20010052130A1 22 51
US20020051539A1 15 34
US20050210083A1 22 12
US20060218611A1 8 12
US20080155607A1 31 54
US10107621B2 32 25
US20050012928A1 16 61
US20100297496A1 6 27
US20020124386A1 4 10
US20040018428A1 47 80
US20040234853A1 18 16
US20110092887A1 14 26
US20060114175A1 14 28
US20120091021A1 15 10
US20110011924A1 20 42
US20120192849A1 11 135
US20070272228A1 16 25
US20080184991A1 9 43
US20080314375A1 7 32
US20100122806A1 36 47
US20110297139A1 7 21
US20080300981A1 20 8
US20050289000A1 10 8
US5795965A 3 11
US20100138278A1 7 69
US20040054572A1 73 103
US20060195583A1 14 37
US20070266031A1 18 20
